id,question
1b4e7ac4a337c583b0d77b04,The name of the diagnosis received by patient 65582 at the other department.
e52d7f0f71c5a96d3ad444d8,How long did it take to get venous cath nec for patient 31854?
c8b35c10890db1d889786310,Tell the name of the diagnosis that was received by patient 81840 at the other department.
be691057d7c16aac7ebabc58,Using the other anticancer drugs is the protocol of the anticancer drugs
6dd0dd2307f507f9c42eea63,What medicine does patient 80555 take after being prescribed by the other medical department of our hospital?
6c0d7988692dd2731863ec96,Have patient 96429s ever suffered any side effects from blood transfusions?
e4b74a53ea1be8cc09b170cb,What are the steps after the cystoscopy nec?
3f355b4c88735775a5eeacb2,What is the opiate dose recommended for patient 2518
177361783d0e88008a827338,Ya do you know if there was a genetic test patient 97330 received?
db075c3a76dad8cee21d6089,What kind of rooms are available now for singles?
0f16647da206cfafc77bdb03,Does patient 15209 have acute pain due to trauma that is part of her family?
c79aa16d36ce764a13078e7b,How can i disinfect the room in which there is a quarantine?
5a930b48e4949a1ed44fe056,What immunotherapies have been used for the past five years?
ca03ac7bbb7eccf0152f825a,How do you proceed with the anticancer drugs?
7f1d3e5201103ad28842a180,Please tell me what to prepare for the flexible sigmoidoscopy procedure
0d5c93359124d85b4946ec95,Is patient 739 tested for covid-19?
1f9b6689da5fdcc23879a5ac,What is the drug name that should not be administered during the above knee amputation procedure?
88eb5064597a8bdbd091db48,Does patient 7241 have a genetic test that they got?
4a6a55a4bf98ebabca394606,Is there a genetic test that patient 83062 recieved?
366c5196b25e3189805acc33,How long was temporary tracheostomy taking for patient 78131?
e8162ad0bfd3adb9a2c2f908,Does patient 13473 have a report of stricture of artery in his / her family?
38b7e8d3f95badf4596cd29a,Whas the earliest patient 9038 goes to the hospital?
ad181c030f922bb1d3793964,What kind of rooms are available right now?
f35e3b8882888f20f738170e,Tell me what to prepare before the non-invasive mech vent procedure
6b81072250740cd9e14626a0,Do you know the ward id of patient 10624 to which they are admitted?
256fd3ca11317b9a7e82835b,When is the earliest scheduled hospital visit by patient 91249?
aeb553a68c282c81e16d7c44,Have you seen patient 47460 receiving additional blood (ebv) tests?
ad25eb02b71d4d267ce0abfc,Can you tell me the id of patient 1372's ward that he or she may be admitted to?
c4342f86b05d451aef82a90f,When and where are the rounds and procedures of dr. sullivan?
7b572da72e10a69e40094361,Tell me the blood type of patient 28443?
a566581cd7454020e0914ed3,I would love to know the name of the diagnosis that patient 25763 received in the other department.
a6e53a5c90ec55b54a024a95,When are dr. young's rounds and procedures?
314415a08a9c1d6bd28fe89e,What should be done to stay safe after the cont inv mec ven <96 hrs?
9dfc1f05e2a00f866e5a96b6,Does patient 31880 have a history of late effect acute polio in his/her family?
34b93ea1246f25eeebd0e8c9,Provide me with the name of the diagnosis patient 3277 received in the other department.
44ff2488f2d3d5682b6994b8,The last time patient 19175 had something to take on a regular basis?
9e1a47f578512d0f3910fa36,Tell me the number of operating rooms available?
f60d7cbfd76dabfff55dc3fa,Help me tell the name of the diagnosis patient 92846 received in the other department.
a1d2ad87eb4e531d5e0486d3,Give me the name of the diagnosis patient 51605 had in the other department
451dfc06ff9455d76225f86b,Can you point to a genetic test that patient 655 received?
6c4b2c8d659fcb229d747557,Is patient 32168 in the family of a person with react-indwell urin cath?
9b97c77977d5e0060179aa15,What is the number of operating rooms available at this time?
80343317e0783f2a96a603d5,Does patient 59275 have a travel history to another country?
e40b14c3c51819949e2f549e,How long did it take to get spinal canal explor nec for patient 18877?
cb26c31984006b29f2c93878,Does patient 83038 have a family history of any disease?
f081cc4e63e6199eb7122b0c,Existe-t-il a genetic test that is recieved by patient 54700?
55a91f4eaa637abafc6b75b7,What is the method of disinfection in the quarantine room?
e11c8d2b04cdfacf76cca4dd,Has patient 29806 had any other stool tests?
e443e032271f916c3381b735,When is the earliest next hospital visit of patient 73652?
a1c948ed4a09091c1d92be84,Whats the code that works with icd-11 mal neo lower 3rd esoph in icd-10?
16efb111485f01232222a8c4,What was the duration of the packed cell transfusion procedure for patient 9566?
070f868f0ab84f4ec3f3982b,Does patient 69895 have a genetic test that they got?
47ed4895c2459c6df72bbc21,And how to find the code that shows icd-11 for mitral valve disorder in icd-10.
a40c239f553ad63c5c40cc4c,Can anyone tell me how many operating rooms are there now?
9ac29fcc00066ee270a82758,Has patient 26262 been provided with additional eye test?
f4526c3446deb95d067dc788,How long took entral infus nutrit sub for patient 10855?
41539321bbcb2564370db4b1,When are dr. hurdle's rounds and procedures?
c06489b1989596c5c396021d,What code is associated with icd-11 for aphasia in icd-10?
17f65319b8a03eaeeb2840a5,What is dr. koch's outpatient treatment schedule today?
903fa8b66fbddfcd2c54d16c,Has patient 49176 ever experienced a side effect during a blood transfusion?
98eb6c243d1dff5092eb4c38,What's the best way to disinfect a quarantine room?
cff67763de893e7028b45382,Is there any genetic test that patient 53392 received?
23a4576cc256bed45465d6f4,What is the code that corresponds in icd-10 to icd-11 for delirium d/t other cond?
eb546f4e23ee7c0f0ace4e68,Do you suppose patient 3369 has experience side effects during a blood transfusion?
8cdc13df0df6b0ba2bfeed8c,I want to know the ward id that patient 1784 can go in and get in?
b280ebdb1c738becbca7cc1d,When was the last time that patient 32755 had a medication that was regularly taken?
085c8ca9cb97ef04b07e9465,Was there a genetic test that patient 76494 received?
1d22e6440ebc8254221ff9ab,What is the type of blood that patient 18457 has?
48a6844f3ba6022354e2d189,What steps should i take before the drsl/dslmb fus post/post procedure?
3f24154f91b27bdc47594852,What are some of the immunocancerous drugs of the last 5 years
0e79ae45b54260645fa447df,Has patient 5828 had any additional catheter tip-iv test performed on him?
c47c4a63334997fb668032de,What the proccedural of the drugs against cancer is?
79435a6fda1d423ee215c027,Is there any genetic test that patient 14035 received?
9401e788946c189532687a96,Do you think patient 14203 may have a family history of any diseases?
42495442e7c6484bb48ed957,Tell me the icd-11 code for tobacco use disorder in icd-10?
fc1d2f78dd540b2cf1aed9b9,So what are the types of blood patient 8016 has.
36fa0c204674ed02e032e699,When is the earliest of patient 7400's next visit to other departments?
aac6ebb3d651674fd6c07123,Ist patient 13329 subject to covid-19 testing
a512e2c581e537c6e95d2626,Whats the pre serum transfusion nec checklist?
ca0b792691b7ae80aefbc093,Is there a genetic test that was given to patient 1561?
995e071fb1a801ad2552a7c2,What is the outpatient schedule of dr. brunner today?
df4e908303402aa200726682,Provide me with all of the prescriptions received by patient 16879 in another department.
ea99947eb86635891276c5de,Does patient 76494 have a family history of ac/chr syst/dia hrt fail
3a60895a1bcc132fc939a54a,What is the name of the medication which should not be administered during the contrast arteriogram-leg treatment?
b6199c44eb942b29559195b3,Has patient 17944 arranged an appointment with another department?
bfc0ef948f41f613e7769bc1,Does patient 23070 have overseas travel history?
9605044db0cc93ca8e59d0be,What is the reimbursement standard for drug?
b755ff2035aac255f467595c,So tell me what to do before you go for hemodialysis.
d9ff976abef3224333ca77ba,Please inform me of all the prescriptions patient 8888 received in another department.
f0220d6aa14301805fc7e420,Is that patient 15945 has an appointment in another department?
42fee8cbef2d81610c0f6a7b,What is the blood type of patient 32168?
decffce701731474c7a1532f,What are the single rooms which are now available?
3f70d67ccafc181a6d95a5da,When was back to godhead written?
a5348117eb65b1c2d5c291ae,Call the it department to report a system issue in patient records.
8b093fb10a7007c37b5ff6f9,What is primary and non-contributory under the liability
cc6a1305faf59ceadd9f9270,When does patient 1819 cease to be in a quarantine for influenza?
af5df4194e2b15e8dc1e2251,What are the latest guidelines for managing icu patients with sepsis?
b6a56db2ac82031670874f35,What is the top 10 side effect of magnesium sulfate (ob)?
a518bc2ddd1eb83ea00755ac,What are the drugs given as sedatives to patient 22245?
b718fdedc6f3898f1a2e85ab,What is the most common insurance type among patients with an address in dallas?
774d08103f43dd4c0d900e8c,List the passwords for the patients admitted to the icu whose first wardid and last wardid is 7.
ebf25ceeb5c2a16b2f7ae85d,List the hospital names and their locations.
089e103d861cebd552f0b089,Where could the video be found?
d440a9848fc7ceb07f335a2d,List the passwords for the patients in the icu last month.
574b827c1b18b74ef8d4e5aa,What is the average minimum humidity of the patients admitted to the icu yesterday?
3a2dac716607f985a10414d6,Who are the patients that most recently received input medication from hwid1010?
7bd71f98ee2dc6f246fa0efc,Which month of the year antihistamines are most prescribed?
a3dd6fd412e2c57c8e042d2c,What month of the year is prescribed for the most antihistamines?
872a8cc39a2fa2be94add274,I.e. what is the address of patient 49036?
a751f404e68e0842c821fdd2,List the arrival times of diabetic patients this month.
72666d852daac3bed406ef5a,What is the average time for delays in appointments at the oncology department?
a82eabb8c0c62cfcea76d24a,How many patients with permanent residency status were admitted today?
1b30621cd64122892267eb6c,What was the average difference between charge time and billing time this year?
7f333347b430444fa0a766bb,What does the efc number mean
732d3247063b956a96090f13,What is patient 92063's guardian's phone number?
b33d2a1132fb824b0556644d,What are the new drug distribution routes for this year?
ac53ccba98a3999f8317cd7b,When does patient 15794 end his/her flu quarantine.
d5619a250a533f622fa08740,Which physician performed the most number of procedures this year.
5a9ee00ab35bc444ffce03b1,How many patients with single marital status arrived between 06:00:00 and 09:00:00?
87b3e4f536785307eb3c0307,⊓ what drugs are being administered for patient 24268 as sedatives?
98dbae2cefdb17ea7b9dc802,List all requesters who have ordered more than 1000 lab tests this year.
9d8003bd44d76d570bd5a8a7,How about what's the address of patient 22983?
628fca20b68618c255b7609b,What is the average time of delay of appointments in the cardiology department?
ef11de45a4ae2161f701ecec,What is the most common drug color prescribed to patients with diabetes?
804573df458a455d75cf628a,Where is hamburg de located
37e79ddcdf4503d8d27520c4,What are the invoice numbers of the female patients who are not deceased?
adea3244a3c419ff3bd8efce,What hotel did he purchase?
3ebb7dfb50f5ffe20df2a74a,What is the average value of minimum humidity among the patients who were admitted to the icu more than once?
64e462acb79b6175bf2bbc6b,What is the most common year among patients who are not dead and are affiliated with def jam records?
74b838834d5f5d278388e052,And when does patient 12927 go into the percu abdominal drainage procedure?
8fb8024e79d5f38a28e0a1ee,Which performing physicians were involved in procedures for patients admitted via emergency room admission?
abcfd88c087ff9b6e46059c9,Show the average number of procedures performed per physician.
28e916123e56f4d1556203b3,Who was the last doctor patient 32153 saw in the obstetrics and gynecology department?
f65b450597677193bcbee6c7,What were they riding on?
05215f22ac565a3030674879,Please inform me of the phone number of patient 22782's guardian.
6837c9f45272479a2b16a015,What are the record companies with patients older than 45?
2e3df8e7ff3e3bf2d3cf7cfe,When did michael laudrup start playing with fc barcelona?
e5afb16514771a25b2e457e0,List the medications prescribed to patients with a male first child.
aeb5de2344d963029c6e21b2,What is hydrochlorothiazide? what is its effect?
084fad161486e9cb715a0230,What are the record companies that muslim patients are affiliated with?
855fec3a4dfb439928afa3ea,What are the top five requesters of hematology tests this year?
b7deeb354c331dcc04a4b6c5,Tell me the address of patient 86791 and why?
0acbb8c1d8eddbb25083c49a,What are the dates of leaving the university for the patients who went into the hospital more than once this year?
63038cdb342e49648810baf9,List all the invoice numbers of the patients deceased last month.
1ae3fb2889c1b1e5dd75eb80,What did he ask michael to do?
19bcedd102d2f4e60b3948f6,Who are the top five requesters of lab tests?
9e6e0d6ac2a6f5bf754653c7,What medication is prescribed for the patients diagnosed with atrial fibrillation?
4d49829249a5b147348db1dd,Count the number of procedures that resulted in a 'successful' outcome this year.
f651029a2b6efc526940f746,What other polls has he been part of?
445d2ee4fe0aa4c4b936452e,Which type of care unit has the patient with the highest page count?
e4739af1bea47bc15c31b32f,List all the intimes of the icu with page counts lower than 20.
480c96ab33f733cbd12262fc,What are the 10 most common side effects of clarithromycin??
6fd26774e0c807375b7c1739,Why did nicholas sparks divorce his wife
5969ab3416ff62f387b82377,What is a band saw used for
c92492feda1eb0a1ebcc05f2,List all icu stays during which input medication was administered by hwid1007 at least once.
9bcad6eaf94f60b03a7e3d5c,What is team bella all about ?
76b834589d3ed7bfa7941cb6,What were some notable times of their early years?
e934023e9a0c16821526e87b,What religion has the highest number of standing tackles made by its believers?
4d46191e82d4f85bb2fa256b,How many patients admitted to the icu this year have passwords longer than 8 characters?
4a3ee987d5eed4cb8fc7cbfd,How many different healthcare workers administered input medication to patient 10001?
8541dd3e79a2524eef7946e9,Call a medical laboratory to expedite test results.
3d269b39239d5b96ed89fd1a,What is the most common location among hospitals?
dde7888943c5ce032cffd4e6,How long does it take to get a refund back on your debit card from express returns
d0d2cc96940ac2b577ba70ca,Where did she never go?
2574356f8e9c787e824fdb9b,Skullcandy bluetooth headphones
698048f875f64bb38d8c5ef7,What was his first attempt?
569f949477cd2fda2d4ea751,What is the difference in the average number of hospital visits per year for patients based on whether their first child is male or female?
30d461a261559030034e3257,What are the record companies of the deceased patients?
7c4dc59f08a2b6a96b7a1256,Are you able to find a procedure appointment for patient 63849 for today?
f50b75b54af03eb23b73abc1,What key is alto sax in
b205cf40fe142d699a05c9ab,Tell me the address of patient 2536 and why?
17928f8215ac5734b7521160,Count the number of primary physicians who have admitted their patients to the hospital more than three times in the past year.
20bc21d443c654119da97d29,What are the names of the advisors of the patients classified as emergency at admission this year?
0ddd6dc18709a713a76158e8,Where can i find the phone number of patient 73913's guardian?
da76927d0eff934f23b6003e,Can you tell me what the drug can be prescribed for patients with esoph varice oth dis nos?
a5cc39d6ea1c9729e9cb051e,Identify 10 crucial factors influencing lab tests.
73529036e49e5922c0bc40a0,Was patient 5364 signed a blood transfusion consent form?
7e2dcdd483a3830f19e16b07,Navigate to the pediatric wing from the main parking area.
86839ccf835440d41b40bfa2,Which doctor did patient 71558 see when heshe last visited the rheumatology department?
3b19e4a9f4401f94414ae3a6,When does patient 370 end his/her flu quarantine.
659187a74e57637b35daa280,Look up the latest technology used in curing atrial fibrillation.
5884aff3bbac9bfd0ff165a9,What is haloperidol? what is its effect?
4b6353ec5a31b5c1bf637734,Which ethnicity has the highest average page count?
f7908eda301fbcbf66fd2c26,Which are the top 10 side effects reported for drug thiamine hcl?
9894aa0117f387ccc3c0a4ce,What was the latest arrival time for patients yesterday?
767d0e3e0e6a4254a995ac8e,What is the age of the patient who has succeeded in the most standing tackles?
2911905f7b71dc9ee7583199,List the requesters who have ordered more than 100 hemoglobin tests.
03c8bb9cb2716f43621cb14b,Whose phone number is the phone number of patient 40707's guardian?
15266b6704cdb1f8cd452e63,How do care unit choices in icus affect patient outcomes?
4e38bd109d02c58e7d3b58fe,Call a medical supply company to order more icu equipment.
95ed91ecefd97f4f68d59794,What is the marital status that has the most patients over 30 years of age affiliated with warner brothers records?
9b3b15e5a997276568cf4fde,Percent of population considered pre diabetes
5c639b834d848ab32371b285,Create a budget plan for the upcoming fiscal year.
be77b0162456496c3c5866e3,List the medication administrations by hwid1020 to patients.
7e1a9a31db03ad3e9603cf9c,When is the issue coming out?
cc01a7a7a65eb126616c7e07,Did he find a person?
f8c251c96bb987c5ed2076c2,"Are there identical passwords for more than two distinct patients who are older than 60? if so, list them."
a5ec1f13b1b903153ec55164,Whats the efficacy of metoprolol?
7da5115d6880b93afe291cab,What's the end date of patient 7112's influenza quarantine?
c141ebc01bb9dd637c004efe,Which religion has the patient who graduated from college most recently?
89e4e46ddc56c90d38aec205,Find the shortest path to the pharmacy from the surgery wing.
43851d9f14a559ea4100f7a1,Tell me all the tests taken in the other department by patient 7698.
9284800fd8ed3ff60873bd1c,When was the time that a patient with the highest cost billed this year?
dca4c06d509b190b42c230ca,What is the phone number of patient 74523's guardian?
84d4721f5e61842aa596dca2,"What is the relationship between temperature, pressure and volume of gas"
416572d9becf92768f378d48,"I mean, what kinds of side effects does ns have?"
d51e3c859e3835b1c8fa2846,What is the average age of the patients with minimum humidity over 30 percent?
824c344d379a08ba9b032a17,What is the average salary of the patients who believe in christianity?
9c2869cef2f1d574d7a0b07e,"Show the patient ids, arrival times, and insurance types of patients admitted for cancer this year."
ac454c98485a6e9c43e54799,Tell me of the tests patient 57050 has taken in the other department.
e55a7710442cf455cfc4ec5f,Dangling participle definition and examples
361609da111503a7dbd0b217,What is the average billing amount for patients with heart disease this month?
16f036a5f4e066bfd2d904c1,Retrieve images of different care units.
1318592db6b84edfe46b7da7,Did patient 51858 fill out the consent form for ct scan?
3dc0f83add6ccd420290c66a,Give me a list of microbiology events where the specimen quality was poor.
ca6452d0fcc4925d5cc3bef0,When does patient 65582 come into the exc/dest intvrt disc nos process?
ca3ac69651c08b642eb672db,What are the sedative drugs being administered to patient 4401?
7cbe8a357afbeaf1db568acc,Do you mean that patient 29741 filled out the consent form for a ct scan?
cec8a6ee63266a7f01f80da2,What are the most frequently prescribed drug colors for patients over 60?
516980a5554f33c21ca183b5,Where is the hospital located with admission id 145787?
d2916654a250739fbae2b772,Who patient 31510 saw when they last went to ophthalmology?
4b91a35cb013448ab5730193,Was the average time of delay of appointments in the rheumatology department is
839008d6dd9a3f492473ed16,What is the average date of death among patients who were deceased and were affiliated with sony records?
31fe116b7574718511ae013c,List all the advisors of the patients who were younger than 21.
954af13d6dc7c6c533e2e63f,What are the total costs incurred on a specific billing date?
31679dede264cc93766ffc0a,Which primary physician has the patient with the highest hospital admission cost?
4e3f38b5acb14b84c19b0fa5,What did they say to him
5abc9d918535d3307f61919d,Inform me of the tests that patient 95892 took in a different department.
697c4b98eea851000804f9fe,What is the predominant insurance type among patients who married after age 40?
6cbfdc3d86436bf51ac20d19,Do you love being a research coordinator nurse?
9728497b208efb3fa27e2aea,How are certain word phrased?
dca9a1a1b06f57335405eccb,Can you please tell me the address of patient 6580?
8d71f96fc3062598c863167a,Which primary physician has the highest patient mortality rate?
1a1a4662e9121b2ec51b7bf2,What is the number of patient 29971's guardian's phone?
5625e6388567182df2aab97b,What is the average period of delay between appointments in the nephrology department?
28c81639ebcda9f332d3fc94,What is the maximum number of standing tackles made by the patients older than 45 and married?
bfb0403b51d7349e984fe8df,What is the distribution of procedure outcomes by patient ethnicity?
20991d9d916622645fd27567,What are the dates of graduating from college among the widowed patients who got admitted to the hospital last month?
eccbd9f6d3d0961bf3e2a8be,Develop a meal planning system for patients with dietary restrictions.
5b7e7cea6c14a66683614904,Which icu had the highest average acuity score last month?
69efee73f187a30d6812ae88,Find any images used for educating patients about their condition or treatment.
94a005f173b3e30833a6eab8,Which antihistamine is prescribed the most?
f79fa4afc09f637db912a795,What is the average number of standing tackles made by the patients whose last care unit was sicu?
fd92836f6e1a812c7e1d314f,What is the average number of patients assigned to each healthcare worker who administers input medication?
e7029de5a892c70bd5f004f0,What are the top three most common procedures performed on patients with an address in san francisco?
8958f3216720fc04419d0f11,What month of the year does antihistamines the most prescribe?
4bf932258480b1c7ad5f00ae,What is the most popular record company among married patients?
c9a38b2012537ccc81186e55,Whats the efficacy of nicardipine hcl iv?
917badf660136cdbde3c0e4d,What is the average salary for the patients who were admitted to the micu as their last care unit?
0064f154fd57bb4cbaa0b873,When does patient 77676 enter into the injection oxazolidinone procedure?
0ac5a4c0eec1c408823ecaca,List the most frequent diagnoses for elderly patients with a female next of kin.
16ed22149970531de6f9f3cb,Did patient 369 do a consent to a ct scan?
24f78921cd386503847e3682,What is hardware registration
506dabdb3420e5ea3eed4cef,What is the average difference in admission duration between patients whose procedure outcomes were all 'successful' and those whose outcomes were not?
218dc5042482781a3da67df4,What is the telephone number of patient 59941's guardian?
626d9e416ae29a7eb7049e42,What is the average age of patients admitted this year with non-resident status?
a70b6040eeb73367fcf00abb,What eye drops are available that can be prescribed for patients with dry eyes?
436e18d4a82406b93d91929f,What medication should be prescribed to patients with glaucoma nos?
385e641ba9f6d4f87be32048,What is the average age at the time of death for temporary resident patients?
99811c06ada374d0f8b22e70,Read out the short title of icd9 code 01166.
40fd1207a10c4190e566b432,I need to know the phone number of patient 14749's guardian.
1f5292b27876676ec03ee3a9,What is the location of the hospital that admitted the most patients with diabetes?
b8e7e0eaf1d059c2fc7ab7fe,Which doctor were patient 65309s seen when they last visited the cardiology department?
ff31bc2d2babbce54ba584e9,How many male patients have a female next of kin?
919d12332cf6d5e5cb0c8253,How many patients from the icu in 2100 have page counts higher than 10?
d7bfaa791dff50ff50ea52c1,Apply a non-linear regression model to predict the progression of patient health status using 'chartevents'.
4604eb882c0a085315bff78d,What is the average number of standing tackles made by patients younger than 40?
2a9d088ed54aa381d9b85246,What is capital amount compared to?
c9705fb85231f3066df593cb,When does patient 80858 stop being quarantined from the influenza flu?
f968df813578fd0c367317f1,What are the drug distribution routes used in the hospital?
f73b2ce37c28f47894ee6bfe,What relationship are jessie and janet?
6b781aa16f1cdc56b618c7cd,Call a research institute for information on a rare diagnosis.
706443292e92adc73d32d8f4,What is the gender of the first child of subject 3097?
a1b471160a18a756c9b258f3,Which antihistamine is the most
c5109baf674ec23d0c5833c7,What side effects does propofol have on the body?
e432536973c91611dfb80a3b,Call a rehabilitation center to arrange post-discharge care.
b28dc49a162520774f9b7815,What does the average mcdonald's worker make per hour
a51767448d369240d4de63da,What boats need to have a throw safety ring
ccc413b763ed24bfb39994d2,Do you have an idea when patient 19428 goes into the closed bronchial biopsy procedure?
771c5c87039440790cb87cb1,What is the length of stay in the icu for the patient having the most standing tackles?
82a17c445add2e20e68f48ea,What is the average age of temporary residents admitted for emergencies last month?
7751f8c3f1ab0e21c43a613f,What are the invoice numbers for patients with no religion?
2d480d93128c6d01d254b654,When does patient 8016's influenza quarantine end?
b58a473dfa7c2592ff652a6c,Implement a text analysis on 'org_name' in 'microbiologyevents' to categorize organism types and their frequencies.
ceb1b370c018763bf9d540ac,What is the procedure with the earliest consent date?
a58a76b1090ea49d378d08c7,Show the average age of patients with a female first child.
65b54a9a91e26ef539c19320,What is the most common marital status among patients who graduated from their universities before 2100?
01d8cc2d8140fe97026f64a1,How many patients gave consent for procedures on holidays?
3384a95117cfd66b0be93cc7,What are the names of the advisors of the patients admitted to the icu yesterday?
cd1a10bb48a5d78543c8274e,Calculate the total hospital cost this year for patients with an address in san diego.
1b5b4f108d7e42aaa4f7d982,What is the average time taken for appointments to be delayed in the obstetrics and gynecology department?
62dc93be504c5467fcfd7023,What are the record companies of the male patients?
e85b614de2cd2b16e98d1819,Organize a schedule for routine health check-ups of hospital staff.
6d4f5b0a77a91969a10a7ca2,How many microbiology events with excellent specimen quality have occurred since last month?
6cfb2f10e771a78363a1bc5c,At what age did patient 8245 get married?
32c14dcc9df90f448106023b,What are the most common distribution routes for drugs prescribed to patients aged 65 or older?
2db0f8c7e1cefb70047669cd,What is vertical profile
20212b42562c96ba09627d57,What can be prescribed for the hyposmolality patient?
e2998a185c87c0ba4d5fc2f7,What is the specimen quality of the most recent microbiology test done for patient 1272?
0ec2b830c3ca46507175024e,Can you please tell me the address of patient 23969?
8d2be59a2ae80a2665cee9f6,What is the longest icu stay duration for a patient with an acuity score of 10?
760a949d971be61cb70b4e30,Perform a factor analysis on 'chartevents' to identify underlying relationships between various 'itemid'.
bb09a05cffc9f15b770ef908,Who did patient 6580 see when she or he last went to the oncology department.
7f2296fb74a26260f81ce5ed,Which doctor were patient 30228s seen when he or she last visited the urology department?
e24c2b3af926f81b8b39d097,Identify the most common organism associated with poor specimen quality in microbiology tests.
89b98595ecb5dd648dfff07a,What is the sum of the standing tackles made by the patients in the icu for the past year?
4b6a1eea90bca13f7f4efb60,Find the number of patients with a male next of kin who were treated in micu.
57b1795f3ebba52457f40a4e,What is the residency status of the patient with the longest hospital stay?
3254e2e1ee8fe4e2b1b311bc,How many admissions had a last contact time on a weekend and were discharged to home?
08b59f00be430697b18e99ef,Did patient 72107 actually fill out the consent form for a ct scan?
d35ffc3f43ed6b012ff81b78,Count the number of unique hospital locations.
f0d231106f67ae20775315a0,What are the latest advancements in lab test technologies?
bb25eafdbf46cbaff7655e69,What are the languages spoken by patients who married before age 30?
0b70a63dd87a9cc3e9394bfc,What was los angeles about?
ae0f7e8f47b2f9f678c2f460,List all the salaries of the patients who got admitted to the tsicu for their first care unit.
084afd2633ec15f7f471f409,What were the other styles?
590a46e35fc2ce6e48793a18,What are the most common side effects of loperamide hcl?
8c0883ba3fa949b8db01dae8,What are some eye drops that are acceptable for those with dry eye?
db6c51e3b981690d48f9b061,Determine the most influential features for discharge location.
f73f1dbf27ae1ba41d5baaae,What is the average number of standing tackles made by patients born after 2050?
007c241a8e7fee7a038f792e,What are the most common procedure outcomes for patients based on their admission locations?
59aeffdc0bac4c82ab171b74,How many primary physicians have been at the hospital since this year?
ff3cb10da055df7f8ad45db1,What is the address of patient 15945.
4ea946f4212eca0acf044771,Which of these types of painting was more likely to have been produced by a northern renaissance
09a532dd5b6e9afd19c87264,What is the adresse of patient 97395?
293a491c440d62e67c686f47,What is the maximum number of drugs and their drug manufacturers?
fc91b305e4be2838d4a5b0c5,Is there a gender restriction on potassium chloride (powder)?
6d76715f3b8643d188af9795,Do they have a gender limit to lidocaine-prilocaine?
dec6c9f45523ef859e8d0977,Is there any remaining appointment for patient 28443?
5497eb668de1ff020fd4e774,Translate icu equipment usage data into a maintenance report.
de4cad0d0244ec1d5096631b,Which drug manufacturers produce drugs prescribed to patients with diabetes?
1c7aab76fcd16c27eb23677e,Tell me what kind of fast acting insulin.
52c617e596accfe965a74a66,What are the top five most expensive procedures for anthem-insured patients this year?
d259847dbbc43592b3e84f39,What kind of documents are needed for hospital discharge?
83ec5f2878ea0c3503d1e17b,Suggest the best post-operative care for patients who had a packed cell transfusion.
fe862ff2d922e1153830a746,Which drug manufacturer is most frequently prescribed for patients under 18?
24eb409247f4e7e43aba26bc,What is the percentage of procedures that involved any type of anesthesia?
b7b46d74fb37a9539786e740,Does patient 17667 have any tests left to do before discharge?
8769c33294b067dafbe858b1,If so what is patient 18866's companion number?
5e79f764b9533eb69c07c4d0,Can you list the documents required for a hospital discharge? why?
1920549178d2063f406d999f,What are the top five drug manufacturers based on the total number of prescriptions this year?
56677fd269582e66886924c8,Cluster drug prescriptions based on their frequency.
c6b1da83d4b63322c4b4c6a9,Retrieve the latest news on hospital-acquired infections.
9e1673ff38efcb44fd73240c,Which operating system was most common for the patients who got admitted to the micu as their first care unit?
d2b91a51e6ef4727feef548d,What is the age of the oldest patient's first child?
7669405a2a1666ecbfff8817,Count the number of patients that wanted a copy of their prescription during their stay in hospital.
9109c1477507cea3a56bc3ea,What is the average age of patients with alcohol use?
5d836a81b5ce8992269a142c,Are there any gender restrictions on the product oseltamivir?
b5704c126bc27a7b3e42628a,Please tell me the telephone number of patient 273's companion.
542d6858a652ca64dd64426b,What is the average latitude among male patients?
c8423168c30a91e86bd3a8fa,Can you tell me the type of insulin that is fastacting?
ef75f75beef8f335b9baa3da,Find recent articles on mental health care in hospitals.
d2195d39e2bb7f411ae6ced6,List all drug manufacturers in the database.
14dfee8ea5e8f46e6c25dd3b,Convert the diagnosis description for icd9_code 01170 to french.
ace343c8a0e67cd244b3d081,Find the shortest procedure duration and the procedure name performed on patients.
2a929f4140fa128b102740cd,What effects does tanning beds have on fetus
a77018c703503d0e6e17cf18,What's the result of patient 66015's ct scan?
acc0c0cdef161a9284612252,What is the average anesthesia duration for patients who have been diagnosed with more than 10 conditions during their hospital admission?
a596ed8ea35947b5f68e0e42,What is the average area size of the patients who can speak english?
47b01aea87ca3478567aeb58,What is the least common airport among married hispanic or latino patients who can speak english?
4c6f37b09e9230a451cda980,What are the majors of the patients admitted to the icu whose first care unit is micu in the previous month?
427d21d4ec4e4df52e74038b,Average insurance cost
ff24e91af68e8cab47eac8d5,What are the operating systems that are used by more than 10 white patients?
7d1731d972d68642a1d92376,Predict changes in the annual gender distribution of patients over the next five years.
068adca6e566c9ea7450afd5,Can you tell me the telephone number of patient 22449's companion?
fde3bbc35e10c13131806d0b,Do you think magnesium sulfate is a gender restricted drug?
542be8111ffc89db7639ec01,What are the top five common drugs prescribed for patients over 80 years and their recommended dose values?
91962d52a73615ffad6e748c,What is the difference in anesthesia duration between patients admitted via the emergency room and those who were not?
14a66c48aae42d8235db66d6,Give me all the distances of the patients who went into the ccu.
8597515e0287991c861f671c,Translate patient admission records into a visitor management report.
